JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
591,52,6,29.06.2023,homepage,Click,171.0
592,53,14,20.03.2023,productpage,Click,250.0
593,68,11,20.01.2024,checkout,Purchase,201.0
594,55,1,27.05.2025,homepage,Click,88.0
595,100,8,17.04.2025,homepage,Click,95.0
596,54,20,16.03.2024,productpage,Click,18.0
597,69,16,24.03.2025,productpage,Click,280.0
598,68,1,26.09.2025,homepage,View,135.0
599,80,16,12.11.2025,homepage,View,229.0
600,21,11,16.03.2023,homepage,View,123.0
601,67,1,01.01.2024,productpage,View,15.0
602,13,13,05.11.2024,homepage,View,98.0
603,59,7,14.05.2025,homepage,View,214.0
604,45,16,30.07.2025,productpage,View,261.0
605,91,4,27.07.2025,productpage,View,252.0
606,74,3,26.04.2023,productpage,View,108.0
607,38,18,10.12.2023,checkout,Drop-off,
608,74,3,10.12.2024,productpage,View,201.0
609,36,14,23.12.2023,productpage,View,117.0
610,13,6,24.02.2023,checkout,Drop-off,
611,11,13,30.08.2025,productpage,View,196.0
612,75,4,26.05.2025,productpage,View,106.0
613,10,7,17.10.2023,homepage,View,245.0
614,52,3,10.10.2025,homepage,Click,170.0
615,44,11,28.11.2025,homepage,Click,245.0
616,64,16,07.03.2023,checkout,Purchase,214.0
617,69,8,21.08.2024,productpage,View,228.0
618,34,20,07.10.2024,homepage,View,103.0
619,23,10,21.03.2023,productpage,View,300.0
620,99,1,05.07.2024,productpage,View,226.0
621,66,8,11.08.2023,homepage,View,137.0
622,72,8,19.07.2023,homepage,View,169.0
623,58,20,23.01.2024,productpage,View,184.0
624,46,17,17.02.2024,homepage,View,33.0
625,57,1,15.06.2023,productpage,View,198.0
626,75,10,16.09.2023,checkout,Drop-off,
627,94,7,09.09.2024,productpage,View,271.0
628,38,3,08.02.2024,checkout,Drop-off,
629,96,2,09.10.2025,productpage,View,196.0
630,63,7,14.03.2025,homepage,Click,134.0
631,30,4,28.09.2025,homepage,View,221.0
632,53,3,11.07.2024,homepage,View,227.0
633,30,3,26.02.2023,checkout,Drop-off,
634,84,5,20.12.2025,homepage,Click,198.0
635,87,1,16.04.2025,checkout,Purchase,93.0
636,18,12,19.07.2023,checkout,Drop-off,
637,12,20,26.08.2024,homepage,View,122.0
638,46,11,27.01.2023,homepage,Click,244.0
639,31,7,21.06.2024,productpage,Click,283.0
640,61,15,12.11.2024,productpage,Click,255.0
641,88,3,15.12.2023,homepage,Click,61.0
642,16,15,16.11.2025,productpage,Click,248.0
643,59,16,15.02.2023,productpage,Click,136.0
644,67,10,05.05.2024,homepage,Click,95.0
645,76,2,19.06.2023,checkout,Purchase,108.0
646,68,20,04.11.2025,homepage,View,62.0
647,15,2,22.09.2024,homepage,View,96.0
648,93,20,13.01.2025,homepage,View,205.0
649,63,16,12.12.2025,homepage,View,24.0
650,10,8,17.06.2025,homepage,View,257.0
651,97,13,07.06.2024,productpage,View,13.0
652,95,9,31.03.2023,homepage,Click,175.0
653,18,16,19.04.2024,productpage,Click,147.0
654,56,17,12.03.2024,productpage,Click,267.0
655,74,5,11.02.2024,productpage,Click,194.0
656,84,2,31.10.2025,productpage,Drop-off,
657,55,13,08.04.2023,productpage,View,105.0
658,92,9,01.07.2023,productpage,View,29.0
659,70,17,20.05.2025,checkout,Drop-off,
660,38,4,29.01.2024,homepage,View,172.0
661,68,12,26.04.2025,productpage,View,149.0
662,73,6,26.04.2023,productpage,View,195.0
663,72,6,16.06.2025,checkout,Drop-off,
664,41,18,30.01.2025,productpage,View,59.0
665,64,19,24.03.2025,homepage,View,114.0
666,67,13,24.03.2025,homepage,View,172.0
667,55,1,28.01.2023,productpage,View,204.0
668,92,3,19.04.2023,checkout,Drop-off,
669,52,5,01.03.2023,homepage,View,173.0
670,15,18,28.02.2024,productpage,View,88.0
671,13,8,12.12.2023,homepage,View,263.0
672,23,11,15.06.2024,homepage,Click,26.0
673,80,1,02.04.2023,homepage,View,169.0
674,90,12,03.06.2024,homepage,Click,83.0
675,35,4,03.01.2024,homepage,View,268.0
676,67,8,15.01.2023,productpage,View,91.0
677,83,8,23.12.2025,homepage,Click,262.0
678,48,19,30.08.2025,homepage,Click,161.0
679,97,14,19.08.2023,checkout,Purchase,156.0
680,86,13,03.10.2023,checkout,Drop-off,
681,81,16,15.01.2023,homepage,Click,290.0
682,5,4,20.04.2023,productpage,Click,127.0
683,35,19,28.04.2024,homepage,View,221.0
684,61,2,27.05.2023,checkout,Drop-off,
685,1,12,11.07.2023,homepage,View,22.0
686,68,4,29.07.2024,homepage,View,90.0
687,90,6,24.09.2023,homepage,View,10.0
688,18,7,06.05.2025,homepage,View,23.0
689,23,5,09.01.2024,checkout,Drop-off,
690,47,20,29.01.2023,checkout,Drop-off,
691,42,1,29.04.2025,productpage,View,196.0
692,20,8,19.04.2023,productpage,View,16.0
693,98,16,27.04.2025,productpage,View,242.0
694,83,10,03.10.2025,productpage,View,138.0
695,37,3,31.08.2025,homepage,View,268.0
696,61,16,19.04.2023,productpage,View,179.0
697,44,15,09.09.2024,checkout,Drop-off,
698,75,5,19.01.2025,productpage,View,287.0
699,39,15,31.01.2024,homepage,View,168.0
700,77,20,21.09.2023,checkout,Drop-off,
701,60,1,05.12.2024,productpage,View,163.0
702,13,2,28.01.2023,productpage,View,161.0
703,60,16,30.08.2023,homepage,View,23.0
704,14,13,24.08.2023,checkout,Drop-off,
705,26,2,01.01.2025,productpage,View,124.0
706,96,1,18.05.2025,homepage,View,98.0
707,69,4,29.02.2024,homepage,Click,199.0
708,63,16,24.11.2023,homepage,Click,145.0
709,6,13,28.04.2024,homepage,Click,196.0
710,82,19,28.07.2024,homepage,View,252.0
711,87,6,11.07.2023,productpage,View,108.0
712,56,17,06.09.2025,homepage,Click,26.0
713,45,15,06.10.2025,homepage,View,22.0
714,86,18,23.04.2024,productpage,View,183.0
715,87,4,03.07.2025,homepage,View,69.0
716,93,6,29.06.2023,productpage,View,35.0
717,33,11,20.06.2023,checkout,Drop-off,
718,60,13,22.09.2023,homepage,Click,179.0
719,91,18,18.02.2024,homepage,View,182.0
720,16,11,03.09.2023,homepage,View,195.0
721,68,9,14.02.2024,productpage,View,163.0
722,48,6,04.08.2024,productpage,View,14.0
723,80,7,09.05.2024,homepage,View,258.0
724,26,19,25.08.2024,homepage,Click,286.0
725,58,16,28.04.2025,productpage,Click,45.0
726,32,2,03.12.2024,homepage,Click,118.0
727,48,19,15.02.2023,homepage,View,98.0
728,29,19,12.09.2024,homepage,View,159.0
729,59,13,21.01.2023,productpage,View,139.0
730,23,13,10.06.2023,checkout,Drop-off,
731,30,9,18.06.2023,productpage,View,49.0
732,68,16,12.03.2023,productpage,View,213.0
733,83,16,28.09.2023,productpage,View,262.0
734,73,12,28.01.2023,homepage,View,175.0
735,73,17,17.08.2024,homepage,View,254.0
736,24,3,25.12.2024,productpage,View,226.0
737,46,14,05.09.2024,checkout,Drop-off,
738,73,3,16.11.2025,productpage,View,274.0
739,32,7,28.05.2023,checkout,Drop-off,
740,66,6,03.05.2025,homepage,Click,16.0
741,49,1,04.11.2025,productpage,Click,35.0
742,8,9,04.06.2023,homepage,View,79.0
743,20,17,07.04.2025,productpage,View,283.0
744,78,1,27.06.2024,checkout,Drop-off,
745,44,1,15.06.2023,homepage,Click,115.0
746,32,20,25.08.2024,homepage,View,127.0
747,61,10,28.12.2025,homepage,View,184.0
748,10,16,16.11.2023,homepage,View,246.0
749,86,17,18.06.2023,checkout,Drop-off,
750,26,8,19.02.2025,checkout,Drop-off,
751,39,3,20.05.2024,checkout,Drop-off,
752,71,20,29.06.2024,homepage,View,178.0
753,62,5,05.09.2025,homepage,View,84.0
754,23,2,17.08.2025,homepage,View,168.0
755,87,4,15.07.2023,productpage,View,111.0
756,13,3,20.08.2024,checkout,Drop-off,
757,65,4,04.07.2025,homepage,View,153.0
758,39,19,07.06.2024,checkout,Drop-off,
759,25,19,31.10.2024,productpage,View,87.0
760,14,3,22.04.2024,productpage,View,227.0
761,68,11,06.08.2025,checkout,Drop-off,
762,1,19,07.06.2024,checkout,Drop-off,
763,84,7,10.05.2023,productpage,View,15.0
764,28,6,28.07.2023,homepage,View,271.0
765,70,3,28.05.2024,productpage,View,87.0
766,15,7,04.07.2025,checkout,Drop-off,
767,32,20,13.06.2024,homepage,View,191.0
768,70,19,20.12.2025,checkout,Drop-off,
769,60,5,21.03.2025,homepage,View,12.0
770,62,1,02.02.2025,homepage,Click,113.0
771,67,10,11.12.2024,productpage,Drop-off,
772,45,12,22.05.2024,productpage,View,252.0
773,28,10,10.02.2025,productpage,View,102.0
774,76,3,23.09.2024,checkout,Drop-off,
775,75,4,10.07.2023,productpage,View,224.0
776,83,16,21.07.2025,checkout,Drop-off,
777,81,17,08.06.2024,homepage,View,210.0
778,25,10,19.02.2025,productpage,View,264.0
779,18,1,29.02.2024,homepage,Click,113.0
780,67,4,03.01.2024,productpage,Click,131.0
781,99,2,14.07.2024,homepage,Click,233.0
782,94,7,10.07.2024,homepage,View,230.0
783,76,6,08.02.2025,homepage,View,22.0
784,96,16,20.09.2024,homepage,View,13.0
785,21,14,31.03.2024,checkout,Drop-off,
786,38,8,04.01.2024,checkout,Drop-off,
787,13,2,23.03.2024,productpage,View,118.0
788,96,13,01.11.2025,checkout,Drop-off,
789,12,7,22.10.2023,homepage,Click,246.0
790,81,9,03.12.2023,homepage,Click,187.0
791,69,5,14.06.2025,homepage,View,111.0
792,72,4,29.12.2024,homepage,View,294.0
793,22,13,24.09.2025,homepage,View,238.0
794,57,7,14.09.2025,checkout,Drop-off,
795,64,1,13.01.2023,homepage,View,118.0
796,34,14,06.06.2024,productpage,View,277.0
797,85,10,31.10.2023,checkout,Drop-off,
798,38,18,30.11.2023,checkout,Drop-off,
799,95,8,26.05.2024,homepage,View,204.0
800,97,1,05.04.2023,checkout,Drop-off,
801,42,17,02.03.2025,productpage,View,282.0
802,61,8,06.05.2025,homepage,View,257.0
803,79,9,07.10.2025,productpage,View,292.0
804,69,1,02.10.2024,productpage,View,226.0
805,99,7,21.12.2024,homepage,View,137.0
806,39,15,05.11.2025,productpage,View,166.0
807,8,16,07.06.2024,homepage,Click,94.0
808,24,16,30.04.2025,productpage,Click,276.0
809,27,17,06.05.2025,checkout,Purchase,196.0
810,37,18,26.12.2023,productpage,View,87.0
811,30,6,18.08.2024,homepage,View,55.0
812,49,9,26.11.2023,homepage,View,191.0
813,23,1,06.04.2023,checkout,Drop-off,
814,53,10,11.07.2025,homepage,Click,63.0
815,100,10,18.07.2023,checkout,Purchase,167.0
816,1,20,17.12.2023,homepage,Click,71.0
817,98,2,23.12.2024,checkout,Purchase,46.0
818,80,3,24.04.2023,homepage,View,206.0
819,24,9,25.01.2025,homepage,Click,144.0
820,19,1,24.03.2024,homepage,Click,90.0
821,96,12,28.07.2024,checkout,Purchase,82.0
822,84,12,19.05.2025,homepage,Click,211.0
823,95,10,18.01.2024,checkout,Purchase,279.0
824,73,4,03.04.2025,productpage,View,130.0
825,22,4,31.10.2025,productpage,View,80.0
826,18,4,23.10.2024,productpage,View,27.0
827,78,20,23.10.2024,productpage,View,68.0
828,84,3,09.04.2025,checkout,Drop-off,
829,8,8,21.03.2023,homepage,Click,295.0
830,61,19,27.04.2024,homepage,Click,223.0
831,42,3,17.02.2025,homepage,View,257.0
832,2,15,26.11.2023,productpage,View,14.0
833,10,13,07.09.2024,homepage,View,223.0
834,79,15,19.10.2024,productpage,View,12.0
835,87,1,30.09.2024,productpage,View,84.0
836,54,8,22.02.2025,productpage,View,94.0
837,64,10,02.10.2025,homepage,Click,233.0
838,82,13,05.01.2023,productpage,Click,267.0
839,40,4,13.08.2023,homepage,View,59.0
840,70,17,10.04.2025,productpage,View,231.0
841,27,6,18.10.2025,productpage,View,244.0
842,34,9,30.01.2025,homepage,View,39.0
843,12,10,08.08.2023,productpage,View,30.0
844,82,16,09.08.2023,productpage,View,162.0
845,68,20,05.08.2025,homepage,Click,236.0
846,43,10,21.03.2024,homepage,View,99.0
847,47,10,20.08.2025,checkout,Drop-off,
848,83,16,03.01.2024,checkout,Drop-off,
849,21,15,27.09.2025,homepage,View,177.0
850,5,15,04.08.2023,productpage,View,87.0
851,88,10,10.08.2023,homepage,View,195.0
852,12,9,14.10.2024,checkout,Drop-off,
853,69,12,02.11.2024,productpage,View,91.0
854,59,8,12.08.2023,productpage,View,40.0
855,96,1,20.02.2025,homepage,View,129.0
856,77,5,09.12.2024,homepage,View,75.0
857,51,13,18.07.2023,checkout,Drop-off,
858,25,7,12.06.2023,checkout,Drop-off,
859,27,4,11.07.2023,homepage,Click,249.0
860,37,8,29.04.2025,checkout,Drop-off,
861,86,4,18.12.2024,homepage,View,200.0
862,46,9,05.07.2024,homepage,View,269.0
863,43,6,13.08.2023,productpage,View,208.0
864,89,19,28.06.2023,checkout,Drop-off,
865,78,1,19.06.2023,productpage,View,65.0
866,17,19,01.01.2024,homepage,View,204.0
867,10,4,11.01.2024,homepage,View,219.0
868,29,4,25.11.2025,homepage,Click,41.0
869,81,6,13.11.2023,productpage,Click,87.0
870,16,16,21.08.2025,productpage,Click,35.0
871,60,19,21.07.2024,productpage,Click,57.0
872,85,19,05.11.2024,productpage,Click,61.0
873,52,15,04.04.2023,productpage,Click,74.0
874,20,4,17.12.2024,checkout,Purchase,296.0
875,90,17,25.01.2023,checkout,Drop-off,
876,32,17,04.02.2025,homepage,View,211.0
877,2,14,14.11.2025,checkout,Drop-off,
878,68,7,14.06.2023,productpage,View,67.0
879,64,15,20.03.2023,checkout,Drop-off,
880,85,2,18.05.2023,homepage,Click,93.0
881,97,9,16.03.2024,checkout,Purchase,180.0
882,54,16,28.11.2023,productpage,View,56.0
883,34,20,01.04.2023,productpage,View,276.0
884,49,19,30.01.2025,checkout,Drop-off,
885,76,4,04.08.2025,checkout,Drop-off,
886,48,9,26.02.2023,homepage,View,237.0
887,62,7,23.01.2023,checkout,Drop-off,
888,20,8,04.09.2025,productpage,View,123.0
889,87,5,13.09.2024,homepage,View,27.0
890,92,10,13.09.2023,homepage,Click,259.0
891,58,17,26.02.2025,homepage,View,182.0
892,32,11,17.06.2024,homepage,View,118.0
893,53,12,26.03.2025,productpage,View,176.0
894,63,2,20.08.2024,homepage,Click,193.0
895,27,13,05.10.2025,homepage,View,232.0
896,8,16,26.06.2023,productpage,View,273.0
897,19,1,07.05.2024,homepage,View,236.0
898,94,15,14.10.2025,homepage,Click,95.0
899,44,9,05.10.2024,checkout,Purchase,170.0
900,68,9,01.05.2023,homepage,View,119.0
901,95,20,11.05.2023,checkout,Drop-off,
902,57,8,08.09.2023,homepage,View,159.0
903,38,13,03.07.2024,homepage,View,270.0
904,50,8,13.06.2023,homepage,Click,200.0
905,92,6,04.10.2024,homepage,View,97.0
906,55,1,04.05.2024,homepage,View,89.0
907,28,17,30.11.2025,productpage,View,180.0
908,45,7,12.07.2023,productpage,View,107.0
909,55,12,20.11.2023,checkout,Drop-off,
910,85,11,26.09.2023,productpage,View,33.0
911,57,20,23.01.2023,homepage,View,209.0
912,51,15,08.03.2025,homepage,Click,176.0
913,60,12,16.04.2025,homepage,View,265.0
914,53,16,30.12.2024,checkout,Drop-off,
915,69,18,16.07.2025,productpage,View,276.0
916,49,18,29.10.2024,homepage,Click,187.0
917,4,19,08.10.2023,productpage,Click,55.0
918,92,9,19.01.2024,checkout,Drop-off,
919,24,3,10.07.2024,productpage,View,158.0
920,20,11,04.12.2025,checkout,Drop-off,
921,57,10,28.01.2025,homepage,View,156.0
922,4,4,02.08.2024,productpage,View,178.0
923,68,9,03.06.2023,homepage,Click,288.0
924,35,20,27.04.2023,homepage,Click,70.0
925,36,7,10.07.2024,homepage,View,82.0
926,20,1,27.01.2024,homepage,Click,79.0
927,87,6,12.07.2025,homepage,Click,295.0
928,73,4,19.01.2025,productpage,Click,17.0
929,79,19,01.03.2023,homepage,View,218.0
930,36,7,06.09.2023,productpage,View,149.0
931,88,2,14.11.2023,homepage,View,194.0
932,72,7,03.05.2025,homepage,Click,98.0
933,67,1,02.12.2024,productpage,Click,237.0
934,47,20,02.08.2023,productpage,Click,85.0
935,48,3,02.07.2025,productpage,Click,55.0
936,43,11,27.07.2023,productpage,Click,52.0
937,87,4,24.08.2025,homepage,Click,61.0
938,88,18,24.09.2024,productpage,Click,187.0
939,28,14,04.02.2024,productpage,Click,226.0
940,84,18,21.01.2023,homepage,View,286.0
941,83,5,16.04.2023,homepage,View,125.0
942,59,14,26.02.2023,checkout,Drop-off,
943,81,4,19.03.2024,checkout,Drop-off,
944,79,11,30.05.2023,productpage,View,79.0
945,79,5,07.12.2024,productpage,View,261.0
946,55,7,20.04.2024,homepage,Click,224.0
947,98,3,15.01.2024,productpage,Click,38.0
948,30,7,24.03.2025,productpage,Click,27.0
949,54,19,07.01.2025,homepage,Click,138.0
950,35,14,07.04.2023,checkout,Purchase,171.0
951,36,13,17.05.2024,checkout,Drop-off,
952,6,11,05.02.2024,checkout,Drop-off,
953,59,9,28.09.2024,homepage,View,136.0
954,79,17,15.05.2024,homepage,Click,16.0
955,33,19,08.05.2025,checkout,Purchase,260.0
956,90,12,13.01.2025,productpage,View,62.0
957,98,15,07.08.2023,productpage,View,219.0
958,44,6,26.04.2023,homepage,Click,235.0
959,21,4,12.07.2023,homepage,View,16.0
960,60,1,09.02.2025,checkout,Drop-off,
961,69,8,19.11.2024,productpage,View,278.0
962,34,18,09.06.2024,homepage,Click,211.0
963,50,11,23.08.2024,checkout,Purchase,114.0
964,20,2,10.12.2024,productpage,View,140.0
965,13,14,07.12.2023,checkout,Drop-off,
966,62,6,04.01.2025,checkout,Drop-off,
967,60,9,07.06.2023,checkout,Drop-off,
968,45,9,20.06.2024,homepage,Click,10.0
969,48,11,28.02.2024,checkout,Purchase,174.0
970,22,19,19.08.2023,homepage,View,199.0
971,100,14,20.09.2024,productpage,View,100.0
972,100,9,28.02.2023,checkout,Drop-off,
973,91,7,04.08.2024,homepage,View,82.0
974,61,5,21.06.2025,homepage,Click,138.0
975,25,18,18.08.2025,homepage,Click,134.0
976,76,5,05.07.2023,homepage,View,187.0
977,58,4,22.01.2023,productpage,View,294.0
978,59,13,07.09.2025,checkout,Drop-off,
979,30,8,20.04.2023,homepage,Click,13.0
980,95,7,11.02.2023,checkout,Purchase,119.0
981,63,14,01.10.2023,homepage,View,292.0
982,33,20,30.05.2023,homepage,Click,78.0
983,76,7,21.08.2024,productpage,Click,154.0
984,57,14,01.01.2024,homepage,Click,200.0
985,20,3,13.01.2025,productpage,Click,283.0
986,65,12,13.04.2024,productpage,Click,141.0
987,19,10,03.08.2024,homepage,View,227.0
988,39,5,18.03.2025,homepage,Click,296.0
989,77,19,26.10.2025,productpage,Click,157.0
990,82,8,03.03.2024,homepage,View,120.0
991,11,4,22.10.2023,productpage,View,273.0
992,84,15,27.01.2024,productpage,View,49.0
993,44,16,19.06.2023,homepage,Click,153.0
994,93,3,09.03.2024,homepage,View,288.0
995,8,17,29.09.2025,productpage,View,135.0
996,54,4,18.12.2023,homepage,Click,197.0
997,88,1,20.02.2024,productpage,Click,84.0
998,38,19,11.11.2023,homepage,View,127.0
999,41,17,23.11.2024,productpage,View,290.0
1000,69,8,22.11.2023,homepage,Click,272.0
1001,78,2,19.08.2023,productpage,Click,108.0
1002,91,3,02.02.2024,homepage,Click,291.0
1003,86,13,28.03.2024,homepage,Click,64.0
1004,7,15,10.05.2024,homepage,View,23.0
1005,61,11,04.04.2023,checkout,Drop-off,
1006,70,6,05.08.2024,productpage,View,163.0
1007,36,4,18.08.2025,homepage,View,21.0
1008,4,11,01.02.2024,homepage,Click,219.0
1009,12,19,29.03.2025,checkout,Drop-off,
1010,94,3,07.05.2025,checkout,Drop-off,
1011,98,17,03.07.2023,productpage,View,180.0
1012,39,6,01.04.2024,productpage,View,118.0
1013,21,20,15.04.2023,productpage,View,201.0
1014,95,20,28.02.2024,homepage,Click,175.0
1015,8,11,14.01.2024,checkout,Purchase,98.0
1016,47,20,19.01.2025,homepage,View,181.0
1017,89,5,07.05.2025,productpage,View,161.0
1018,32,15,25.09.2025,checkout,Drop-off,
1019,22,14,20.07.2025,homepage,View,100.0
1020,78,13,30.09.2023,productpage,View,37.0
1021,90,19,01.11.2023,checkout,Drop-off,
1022,52,12,08.11.2025,homepage,View,64.0
1023,61,4,27.01.2024,productpage,View,265.0
1024,77,8,29.03.2024,homepage,View,55.0
1025,53,13,03.12.2025,checkout,Drop-off,
1026,70,16,14.02.2023,productpage,View,109.0
1027,44,9,12.06.2023,homepage,View,76.0
1028,38,13,28.10.2023,homepage,View,122.0
1029,32,2,04.08.2023,productpage,View,149.0
1030,60,20,20.04.2024,productpage,View,201.0
1031,87,13,18.04.2023,checkout,Drop-off,
1032,82,14,28.05.2024,homepage,Click,244.0
1033,75,11,14.08.2024,productpage,Click,234.0
1034,53,3,28.10.2024,productpage,Click,72.0
1035,82,6,19.08.2024,homepage,Click,124.0
1036,22,7,11.04.2023,productpage,Click,30.0
1037,35,10,02.08.2024,checkout,Purchase,289.0
1038,71,2,05.11.2025,productpage,View,208.0
1039,68,10,09.09.2024,checkout,Drop-off,
1040,83,9,15.05.2023,checkout,Drop-off,
1041,38,9,16.09.2024,productpage,View,34.0
1042,36,12,27.10.2025,homepage,Click,246.0
1043,31,2,11.09.2025,checkout,Purchase,249.0
1044,37,10,17.01.2024,productpage,View,251.0
1045,95,12,14.07.2024,checkout,Drop-off,
1046,64,5,09.03.2024,productpage,View,271.0
1047,92,18,21.02.2023,productpage,View,98.0
1048,71,16,09.06.2023,checkout,Drop-off,
1049,50,17,02.02.2025,homepage,View,245.0
1050,67,12,22.06.2023,productpage,View,72.0
1051,97,15,01.12.2025,homepage,View,268.0
1052,58,13,16.06.2024,productpage,View,299.0
1053,29,12,02.02.2025,homepage,View,251.0
1054,30,10,18.11.2023,productpage,View,110.0
1055,8,4,29.12.2024,productpage,View,133.0
1056,12,15,31.03.2025,productpage,View,145.0
1057,96,13,12.01.2023,homepage,Click,187.0
1058,19,13,15.03.2023,homepage,Click,178.0
1059,30,12,19.01.2023,productpage,Click,128.0
1060,8,13,29.03.2023,homepage,Click,264.0
1061,56,10,28.09.2024,homepage,View,105.0
1062,13,2,14.12.2025,homepage,Click,21.0
1063,44,18,03.01.2024,checkout,Purchase,208.0
1064,28,17,02.08.2025,checkout,Drop-off,
1065,44,1,21.03.2024,homepage,Click,81.0
1066,37,6,30.08.2024,homepage,View,232.0
1067,77,15,05.01.2025,productpage,View,122.0
1068,60,16,08.10.2025,homepage,Click,136.0
1069,73,16,26.06.2024,checkout,Purchase,56.0
1070,88,8,02.03.2024,homepage,View,206.0
1071,79,5,28.10.2025,checkout,Drop-off,
1072,28,1,04.06.2023,productpage,View,149.0
1073,28,16,04.10.2024,homepage,View,285.0
1074,44,9,31.12.2024,homepage,Click,93.0
1075,14,18,20.07.2023,homepage,Click,186.0
1076,28,9,31.07.2024,productpage,Click,63.0
1077,6,1,13.03.2025,homepage,Click,140.0
1078,29,8,30.07.2024,homepage,View,163.0
1079,67,12,10.02.2024,homepage,View,280.0
1080,70,20,01.03.2023,productpage,View,216.0
1081,32,9,21.03.2025,homepage,View,124.0
1082,92,19,25.07.2023,checkout,Drop-off,
1083,25,10,29.01.2025,homepage,Click,173.0
1084,77,3,02.07.2023,productpage,Click,250.0
1085,6,3,09.12.2025,homepage,Click,139.0
1086,4,16,15.08.2024,productpage,Click,74.0
1087,65,4,07.04.2025,homepage,View,133.0
1088,80,9,12.06.2023,checkout,Drop-off,
1089,18,18,27.09.2024,checkout,Drop-off,
1090,93,10,04.04.2025,homepage,View,117.0
1091,48,11,22.02.2025,productpage,View,20.0
1092,95,16,01.02.2023,productpage,View,92.0
1093,92,3,25.04.2024,homepage,Click,29.0
1094,79,6,02.08.2023,homepage,View,23.0
1095,26,10,12.01.2025,checkout,Drop-off,
1096,70,15,04.04.2023,homepage,Click,225.0
1097,89,8,23.05.2023,homepage,View,132.0
1098,57,18,03.08.2025,checkout,Drop-off,
1099,33,19,08.08.2025,checkout,Drop-off,
1100,79,1,10.02.2023,checkout,Drop-off,
1101,49,9,01.09.2023,checkout,Drop-off,
1102,95,5,25.02.2025,productpage,View,107.0
1103,52,6,17.08.2025,productpage,View,244.0
1104,80,2,02.06.2024,homepage,View,143.0
1105,36,11,03.02.2023,homepage,View,150.0
1106,100,7,25.03.2024,checkout,Drop-off,
1107,20,8,19.08.2025,productpage,View,63.0
1108,10,20,25.07.2024,productpage,View,252.0
1109,5,14,29.12.2024,productpage,View,205.0
1110,17,19,23.12.2023,homepage,Click,275.0
1111,5,17,25.03.2023,homepage,View,164.0
1112,79,11,11.04.2023,productpage,View,70.0
1113,12,17,18.09.2024,productpage,View,291.0
1114,41,12,18.05.2023,homepage,View,174.0
1115,91,13,20.04.2024,homepage,Click,288.0
1116,41,12,21.08.2023,homepage,Click,46.0
1117,27,4,03.03.2024,homepage,Click,155.0
1118,84,20,16.07.2024,productpage,Click,175.0
1119,45,16,04.11.2025,productpage,Click,206.0
1120,34,1,16.07.2025,homepage,View,233.0
1121,84,4,16.07.2025,homepage,View,22.0
1122,69,4,03.10.2025,homepage,Click,54.0
1123,4,10,22.10.2024,homepage,Click,236.0
1124,67,7,06.09.2025,checkout,Purchase,83.0
1125,59,18,04.01.2024,productpage,View,202.0
1126,62,6,11.12.2024,homepage,View,236.0
1127,69,3,25.12.2024,homepage,Click,277.0
1128,84,18,06.01.2024,checkout,Purchase,18.0
1129,13,13,06.10.2024,checkout,Drop-off,
1130,71,13,18.03.2025,homepage,Click,231.0
1131,29,1,02.02.2025,productpage,Click,227.0
1132,88,16,07.04.2023,productpage,Click,247.0
1133,36,1,26.01.2025,productpage,Click,87.0
1134,27,12,08.03.2025,homepage,View,63.0
1135,36,7,17.12.2024,checkout,Drop-off,
1136,25,16,11.04.2024,productpage,View,124.0
1137,30,19,17.04.2024,checkout,Drop-off,
1138,44,19,24.04.2024,homepage,View,188.0
1139,45,14,20.01.2023,homepage,View,250.0
1140,24,20,07.12.2023,checkout,Drop-off,
1141,69,12,31.05.2024,homepage,View,14.0
1142,73,14,29.05.2023,homepage,View,96.0
1143,97,11,17.11.2024,checkout,Drop-off,
1144,50,2,05.03.2023,homepage,View,46.0
1145,85,17,19.10.2025,homepage,View,236.0
1146,72,3,12.09.2025,productpage,View,141.0
1147,78,11,28.07.2025,homepage,View,37.0
1148,92,1,26.02.2025,productpage,View,130.0
1149,47,5,09.08.2023,homepage,Click,196.0
1150,44,2,13.03.2024,homepage,View,93.0
1151,63,3,19.06.2023,homepage,View,42.0
1152,20,10,25.08.2023,homepage,View,166.0
1153,81,2,03.01.2024,productpage,View,171.0
1154,54,7,27.08.2023,productpage,View,203.0
1155,91,15,07.08.2023,productpage,View,64.0
1156,48,1,16.02.2023,homepage,Click,182.0
1157,98,16,21.08.2024,productpage,Click,110.0
1158,29,8,02.09.2025,homepage,Click,268.0
1159,11,12,19.04.2023,homepage,Click,20.0
1160,25,15,03.03.2025,checkout,Purchase,124.0
1161,66,20,26.06.2024,productpage,View,267.0
1162,94,19,01.05.2024,productpage,View,44.0
1163,50,6,05.09.2024,homepage,Click,11.0
1164,68,7,24.11.2023,productpage,Click,300.0
1165,24,8,03.03.2023,homepage,Click,203.0
1166,83,19,20.02.2024,checkout,Purchase,69.0
1167,85,1,10.03.2025,homepage,View,13.0
1168,89,3,07.05.2023,homepage,View,279.0
1169,25,11,31.07.2024,checkout,Drop-off,
1170,78,3,07.07.2025,productpage,View,299.0
1171,55,8,27.10.2023,productpage,View,272.0
1172,31,18,13.09.2024,homepage,View,129.0
1173,58,7,16.07.2025,productpage,View,282.0
1174,26,16,18.02.2025,checkout,Drop-off,
